Ident,Type,Name,Elevation_ft,Continent,Iso_country,Iso_region,Municipality,Gps_code,Local_code,Coordinates
AR-0036,small_airport,Alta Gracia Airport,1748.0,SA,AR,AR-X,Alta Gracia,AR-0036,AR-0036,"-64.39389801029999, -31.651399612400002"
AR-0037,small_airport,Alumine Airport,3819.0,SA,AR,AR-Q,Alumine,AR-0037,AR-0037,"-71.0492019653, -38.9502983093"
AR-0038,small_airport,Alvear Aeroparque Airport,85.0,SA,AR,AR-S,Alvear,AR-0038,AR-0038,"-60.5969, -33.0467"
AR-0039,small_airport,Alvear Airport,226.0,SA,AR,AR-W,Corrientes,AR-0039,AR-0039,"-56.541111, -29.064722"
AR-0040,small_airport,Ameghino Airport,360.0,SA,AR,AR-B,Ameghino,AR-0040,AR-0040,"-62.4817, -34.8458"
AR-0041,small_airport,America Airport,347.0,SA,AR,AR-B,Rivadavia,AR-0041,AR-0041,"-62.99, -35.5017"
AR-0042,small_airport,AÃ±atuya Airport,354.0,SA,AR,AR-G,AÃ±atuya,AR-0042,AR-0042,"-62.8457984924, -28.4797000885"
AR-0043,small_airport,Andacollo Airport,3524.0,SA,AR,AR-Q,Andacollo,AR-0043,AR-0043,"-70.69666290283203, -37.20333480834961"
AR-0044,small_airport,Anibal Brizi Airport,127.0,SA,AR,AR-S,Esperanza,AR-0044,AR-0044,"-60.8992, -31.4042"
AR-0045,heliport,Arelauquen Heliport,3099.0,SA,AR,AR-R,San Carlos De Bariloche,AR-0045,AR-0045,"-71.3659, -41.1612"
AR-0046,heliport,Aries Heliport,<function <lambda> at 0x000001CF3D55D6C0>,SA,AR,AR-V,Santa Cruz,AR-0046,AR-0046,"-68.0419, -52.6831"
AR-0047,small_airport,Arrecifes Aeroclub Airport,141.0,SA,AR,AR-B,Arrecifes,AR-0047,AR-0047,"-60.0333, -34.0833"
AR-0048,small_airport,ArribeÃ±os Airport,268.0,SA,AR,AR-B,ArribeÃ±os,AR-0048,AR-0048,"-61.3858, -34.2228"
AR-0049,small_airport,Arroyito/Arcor Airport,485.0,SA,AR,AR-X,Arroyito/Arcor,AR-0049,AR-0049,"-63.0041999817, -31.4221992493"
AR-0050,heliport,Austral Heliport,127.0,SA,AR,AR-V,Rio Cullen,AR-0050,AR-0050,"-68.3553, -52.8936"
AR-0051,heliport,Autodromo Ciudad De Bs. As. Heliport,16.0,SA,AR,AR-C,Buenos Aires,AR-0051,AR-0051,"-58.46, -34.6939"
AR-0052,small_airport,Presidente Avellaneda Airport,147.0,SA,AR,AR-S,Avellaneda,AR-0052,AR-0052,"-59.6569, -29.1061"
AR-0053,small_airport,Ayacucho Airport,221.0,SA,AR,AR-B,Ayacucho,AR-0053,AR-0053,"-58.4719, -37.1639"
AR-0054,heliport,Ayres De Pilar Heliport,45.0,SA,AR,AR-B,Pilar,AR-0054,AR-0054,"-58.7983, -34.4375"
AR-0055,heliport,Azcarate Irastorza Heliport,416.0,SA,AR,AR-L,Intendente Alvear,AR-0055,AR-0055,"-63.6008, -35.1994"
AR-0056,small_airport,B&B Servicios Agropecuarios Airport,239.0,SA,AR,AR-S,CaÃ±ada Rosquin,AR-0056,AR-0056,"-61.6328, -32.1147"
AR-0057,heliport,B. Churruca Heliport,19.0,SA,AR,AR-C,Buenos Aires,AR-0057,AR-0057,"-58.4094, -34.6407"
AR-0058,small_airport,Baradero Airport,95.0,SA,AR,AR-B,Baradero,AR-0058,AR-0058,"-59.4925, -33.8217"
AR-0059,small_airport,Barrancas Airport,3481.0,SA,AR,AR-M,Barrancas,AR-0059,AR-0059,"-69.8593978882, -36.7756004333"
AR-0060,small_airport,Basavilbaso Airport,196.0,SA,AR,AR-E,Basavilbaso,AR-0060,AR-0060,"-58.8808, -32.3611"
AR-0061,small_airport,Batan Airport,203.0,SA,AR,AR-B,Mar Del Plata,AR-0061,AR-0061,"-57.6775, -38.0117"
AR-0062,small_airport,BelÃ©n De Escobar Airport,13.0,SA,AR,AR-B,BelÃ©n De Escobar,AR-0062,AR-0062,"-58.7989, -34.2986"
AR-0063,small_airport,Bellamar Airport,42.0,SA,AR,AR-B,Miramar,AR-0063,AR-0063,"-58.1336, -38.3858"
AR-0064,closed,Benavidez Airport,13.0,SA,AR,AR-B,Benavidez,AR-0064,AR-0064,"-58.663887, -34.388054"
AR-0065,small_airport,Blondi Airport,262.0,SA,AR,AR-B,Junin,AR-0065,AR-0065,"-61.02305603027344, -34.61333465576172"
AR-0066,small_airport,Gran Ancona Airport,318.0,SA,AR,AR-S,Bombal,AR-0066,AR-0066,"-61.3017, -33.4383"
AR-0067,small_airport,Bonetti Airport,462.0,SA,AR,AR-N,Posadas,AR-0067,AR-0067,"-55.863887786899994, -27.604166030900004"
AR-0068,small_airport,Pablo Sierra Aeroaplicaciones Airport,328.0,SA,AR,AR-X,Brinkman,AR-0068,AR-0068,"-62.0506, -30.9294"
AR-0069,heliport,CabaÃ±a San Isidro Labrador Heliport,39.0,SA,AR,AR-B,BelÃ©n De Escobar,AR-0069,AR-0069,"-58.7883, -34.3783"
AR-0070,small_airport,CabaÃ±as Airport,23.0,SA,AR,AR-E,Gualeguaychu,AR-0070,AR-0070,"-58.5222, -32.9775"
AR-0071,small_airport,Cabildo Airport,521.0,SA,AR,AR-B,Cabildo,AR-0071,AR-0071,"-61.8843994141, -38.4986000061"
AR-0072,heliport,Ituzaingo / Transener S.A. Heliport,233.0,SA,AR,AR-W,Ituzaingo,AR-0072,AR-0072,"-56.6568, -27.5601"
AR-0073,heliport,Cabo VÃ­rgenes Heliport,180.0,SA,AR,AR-Z,Cabo VÃ­rgenes,AR-0073,AR-0073,"-68.4092, -52.3278"
AR-0074,small_airport,Caleufu Airport,2323.0,SA,AR,AR-Q,Caleufu,AR-0074,AR-0074,"-70.96330261230469, -40.39390182495117"
AR-0075,heliport,Campo De Vuelo Heliport,1515.0,SA,AR,AR-X,Cordoba,AR-0075,AR-0075,"-64.2636, -31.3689"
AR-0076,small_airport,Canals Airport,387.0,SA,AR,AR-X,Canals,AR-0076,AR-0076,"-62.8692, -33.5622"
AR-0077,small_airport,CaÃ±ada De Gomez Airport,268.0,SA,AR,AR-S,CaÃ±ada de Gomez,AR-0077,AR-0077,"-61.365, -32.8086"
AR-0078,small_airport,CaÃ±ada Rosquin Airport,219.0,SA,AR,AR-S,CaÃ±ada Rosquin,AR-0078,AR-0078,"-61.5839, -32.0994"
AR-0079,small_airport,CaÃ±uelas Airport,98.0,SA,AR,AR-B,CaÃ±uelas,AR-0079,AR-0079,"-58.7261, -35.1119"
AR-0080,small_airport,Capitan Sarmiento Airport,160.0,SA,AR,AR-B,Capitan Sarmiento,AR-0080,AR-0080,"-59.7311, -34.1639"
AR-0081,small_airport,Vedia Aeroclub,291.0,SA,AR,AR-B,Vedia,AR-0081,AR-0081,"-61.4903, -34.4817"
AR-0082,small_airport,Carhue Airport,360.0,SA,AR,AR-B,Carhue,AR-0082,AR-0082,"-62.7814, -37.1942"
AR-0083,small_airport,Carlos Casares Airport,275.0,SA,AR,AR-B,Carlos Casares,AR-0083,AR-0083,"-61.3842, -35.6328"
AR-0084,small_airport,Las Ensenadas Airport,2394.0,SA,AR,AR-X,Carlos Paz,AR-0084,AR-0084,"-64.5263977051, -31.4552993774"
AR-0085,small_airport,Carlos Tejedor Airport,308.0,SA,AR,AR-B,Carlos Tejedor,AR-0085,AR-0085,"-62.4697, -35.4256"
AR-0086,small_airport,Carmen De Areco Airport,160.0,SA,AR,AR-B,Carmen de Areco,AR-0086,AR-0086,"-59.8719, -34.4175"
AR-0087,heliport,Casa De Gobierno Heliport,1420.0,SA,AR,AR-X,Cordoba,AR-0087,AR-0087,"-64.1842, -31.4306"
AR-0088,small_airport,Casilda Airport,252.0,SA,AR,AR-S,Casilda,AR-0088,AR-0088,"-61.21, -33.0617"
AR-0089,small_airport,Castelli Airport,33.0,SA,AR,AR-B,Castelli,AR-0089,AR-0089,"-57.86194610595703, -36.11000061035156"
AR-0090,small_airport,Castelli Airport,364.0,SA,AR,AR-H,Chaco,AR-0090,AR-0090,"-60.628055572509766, -25.93083381652832"
AR-0091,heliport,Centinela Heliport,42.0,SA,AR,AR-C,Buenos Aires,AR-0091,AR-0091,"-58.3744, -34.5822"
AR-0092,heliport,Central Nuclear Heliport,1738.0,SA,AR,AR-X,Embalse Rio Tercero,AR-0092,AR-0092,"-64.44, -32.2294"
AR-0093,heliport,Centro CÃ­vico Grand Bourg Heliport,4132.0,SA,AR,AR-A,Salta,AR-0093,AR-0093,"-65.4514, -24.7806"
AR-0094,small_airport,Cereales Anahi Ruca Airport,455.0,SA,AR,AR-L,General Pico,AR-0094,AR-0094,"-63.7180557251, -35.6736106873"
AR-0095,heliport,Cerro Chapelco Heliport,4281.0,SA,AR,AR-Q,San MartÃ­n De Los Andes,AR-0095,AR-0095,"-71.3211, -40.1981"
AR-0096,small_airport,Chacabuco Airport,226.0,SA,AR,AR-B,Chacabuco,AR-0096,AR-0096,"-60.4097, -34.6069"
AR-0097,small_airport,Chacharramendi Airport,951.0,SA,AR,AR-L,Chacharramendi,AR-0097,AR-0097,"-65.646697998, -37.3405990601"
AR-0098,small_airport,Chajari Airport,173.0,SA,AR,AR-E,Chajari,AR-0098,AR-0098,"-58, -30.7542"
AR-0099,small_airport,ChaÃ±ar Ladeado Airport,367.0,SA,AR,AR-S,ChaÃ±ar Ladeado,AR-0099,AR-0099,"-62.0333, -33.3333"
AR-0100,small_airport,Chascomus Airport,32.0,SA,AR,AR-B,Chascomus,AR-0100,AR-0100,"-58.0519, -35.5428"
AR-0101,small_airport,Chivilcoy Airport,173.0,SA,AR,AR-B,Chivilcoy,AR-0101,AR-0101,"-60.0333, -34.9639"
AR-0102,small_airport,Cholila Airport,1883.0,SA,AR,AR-U,Cholila,AR-0102,AR-0102,"-71.460556, -42.484722"
AR-0103,small_airport,Cinco Saltos Airport,1171.0,SA,AR,AR-R,Cinco Saltoses,AR-0103,AR-0103,"-68.03722381591797, -38.801666259765625"
AR-0104,heliport,Citefa Heliport,55.0,SA,AR,AR-B,Villa Martelli,AR-0104,AR-0104,"-58.5056, -34.5575"
AR-0105,heliport,Ciudad Universitaria Heliport,1443.0,SA,AR,AR-X,Cordoba,AR-0105,AR-0105,"-64.1894, -31.4406"
AR-0106,heliport,Club Nautico San Isidro Heliport,6.0,SA,AR,AR-B,San Isidro,AR-0106,AR-0106,"-58.5003, -34.4614"
AR-0107,small_airport,Colon Airport,295.0,SA,AR,AR-B,Colon,AR-0107,AR-0107,"-61.0461, -33.9231"
AR-0108,small_airport,Colon Airport,65.0,SA,AR,AR-E,Colon,AR-0108,AR-0108,"-58.1556, -32.2614"
AR-0109,heliport,Complejo Llao Llao Heliport,2542.0,SA,AR,AR-R,San Carlos De Bariloche,AR-0109,AR-0109,"-71.5339, -41.0544"
AR-0110,small_airport,Concepcion Del Uruguay Airport,121.0,SA,AR,AR-E,Concepcion Del Uruguay,AR-0110,AR-0110,"-58.3058, -32.4519"
AR-0111,small_airport,Concordia Aeroclub Airport,131.0,SA,AR,AR-E,Concordia,AR-0111,AR-0111,"-58.0153, -31.3042"
AR-0112,small_airport,Confluencia Airport,4964.0,SA,AR,AR-M,Confluencia,AR-0112,AR-0112,"-69.5385971069, -36.771400451699996"
AR-0113,small_airport,Coronel Dorrego Airport,393.0,SA,AR,AR-B,Coronel Dorrego,AR-0113,AR-0113,"-61.2561, -38.7411"
AR-0114,small_airport,Coronel Pringles Airport,810.0,SA,AR,AR-B,Coronel Pringles,AR-0114,AR-0114,"-61.331943512, -38.0066680908"
AR-0115,small_airport,Coronel Vidal Airport,85.0,SA,AR,AR-B,Coronel Vidal,AR-0115,AR-0115,"-57.7669, -37.4689"
AR-0116,small_airport,Corral De Bustos Airport,393.0,SA,AR,AR-X,Corral de Bustos,AR-0116,AR-0116,"-62.1514, -33.2811"
AR-0117,small_airport,Santa MarÃ­a Airport,2296.0,SA,AR,AR-X,Cosquin,AR-0117,AR-0117,"-64.4552993774, -31.286100387599998"
AR-0118,small_airport,Cruz Alta Airport,318.0,SA,AR,AR-X,Cruz Alta,AR-0118,AR-0118,"-61.8369, -33.0078"
AR-0119,small_airport,Curuzu Cuatia Aeroclub Airport,262.0,SA,AR,AR-W,Curuzu Cuatia,AR-0119,AR-0119,"-58.0958, -29.7789"
AR-0120,heliport,D.P.A.O. Heliport,62.0,SA,AR,AR-B,La Plata,AR-0120,AR-0120,"-57.8928, -34.9597"
AR-0121,small_airport,Fumigaciones Airport,371.0,SA,AR,AR-B,Daireaux,AR-0121,AR-0121,"-61.7753, -36.5914"
AR-0122,small_airport,Darregueira Airport,649.0,SA,AR,AR-B,Darregueira,AR-0122,AR-0122,"-63.161899566699994, -37.7127990723"
AR-0123,heliport,Darsena Sur Heliport,16.0,SA,AR,AR-C,Buenos Aires,AR-0123,AR-0123,"-58.3515, -34.6278"
AR-0124,small_airport,Dean Funes Airport,2259.0,SA,AR,AR-X,Dean Funes,AR-0124,AR-0124,"-64.379699707, -30.379199981699998"
AR-0125,small_airport,Diamante Airport,246.0,SA,AR,AR-E,Diamante,AR-0125,AR-0125,"-60.5825, -32.0161"
AR-0126,heliport,Dines ( Dr. E. Escudero) Heliport,19.0,SA,AR,AR-C,Buenos Aires,AR-0126,AR-0126,"-58.4005, -34.5726"
AR-0127,small_airport,Agrocelta Servicios Aereos Airport,269.0,SA,AR,AR-B,Mariano H. Alfonzo,AR-0127,AR-0127,"-60.8628, -33.8867"
AR-0128,small_airport,Saavedra Airport,1040.0,SA,AR,AR-B,Saavedra,AR-0128,AR-0128,"-62.33425, -37.750242"
AR-0129,heliport,Ecodyma S.C.A. Heliport,45.0,SA,AR,AR-B,La Plata,AR-0129,AR-0129,"-57.9919, -34.9408"
AR-0130,small_airport,Eduardo Castex Airport,600.0,SA,AR,AR-L,Eduardo Castex,AR-0130,AR-0130,"-64.2738876343, -35.8805541992"
AR-0131,small_airport,El Alamito Airport,3576.0,SA,AR,AR-Q,El Alamito,AR-0131,AR-0131,"-70.38972473144531, -37.27361297607422"
AR-0132,small_airport,Establecimiento El Araza Airport,305.0,SA,AR,AR-B,Maipu,AR-0132,AR-0132,"-57.6414, -36.7756"
AR-0133,heliport,El Capricho Heliport,98.0,SA,AR,AR-B,Chenaut,AR-0133,AR-0133,"-59.3158, -34.2325"
AR-0134,small_airport,El Corcovado Airport,1968.0,SA,AR,AR-U,El Corcovado - Esquel,AR-0134,AR-0134,"-71.48470306396484, -43.533599853515625"
AR-0135,small_airport,El Gaucho Airport,344.0,SA,AR,AR-S,Las Parejas,AR-0135,AR-0135,"-61.5444, -32.6294"
AR-0136,balloonport,El Manantial Airport,49.0,SA,AR,AR-B,Coronel Brandsen,AR-0136,AR-0136,"-58.3594, -35.1943"
AR-0137,small_airport,El Pajaro Airport,52.0,SA,AR,AR-B,Florencio Varela,AR-0137,AR-0137,"-58.3169, -34.8237"
AR-0138,small_airport,El Pampero Airport,583.0,SA,AR,AR-L,Santa Rosa,AR-0138,AR-0138,"-64.1866989136, -36.5928001404"
AR-0139,small_airport,El Trebol Airport,301.0,SA,AR,AR-S,El Trebol,AR-0139,AR-0139,"-61.7161, -32.2153"
AR-0140,small_airport,Elizalde Airport,22.0,SA,AR,AR-B,La Plata,AR-0140,AR-0140,"-57.9614, -34.9747"
AR-0141,small_airport,Esperanza Airport,124.0,SA,AR,AR-S,Esperanza,AR-0141,AR-0141,"-60.8447, -31.4736"
AR-0142,small_airport,Esquina Airport,127.0,SA,AR,AR-W,Esquina,AR-0142,AR-0142,"-59.5353, -30.0489"
AR-0143,small_airport,Estancia Don Roberto Airport,1430.0,SA,AR,AR-D,Villa Mercedes,AR-0143,AR-0143,"-65.366897583, -34.0013999939"
AR-0144,heliport,Estancia Haychol Heliport,3447.0,SA,AR,AR-Q,Las Lajas,AR-0144,AR-0144,"-70.6775, -38.6481"
AR-0145,heliport,Estancia La Candelaria Heliport,2997.0,SA,AR,AR-Q,San Martin De Los Andes,AR-0145,AR-0145,"-71.3664, -40.0442"
AR-0146,heliport,Estancia La Chacota Heliport,295.0,SA,AR,AR-B,Trenque Lauquen,AR-0146,AR-0146,"-62.6417, -35.9133"
AR-0147,small_airport,Estancia La Choza Airport,236.0,SA,AR,AR-E,Chajari,AR-0147,AR-0147,"-58.2928, -30.5389"
AR-0148,small_airport,Estancia La Laurita Airport,1834.0,SA,AR,AR-U,Alto Rio Senguerr,AR-0148,AR-0148,"-70.1963882446289, -44.7761116027832"
AR-0149,small_airport,Estancia Llamuco Airport,3924.0,SA,AR,AR-Q,Llamuco,AR-0149,AR-0149,"-70.43472290039062, -38.79944610595703"
AR-0150,small_airport,Estancia Los Cardos Airport,393.0,SA,AR,AR-B,Balcarce,AR-0150,AR-0150,"-58.0342, -37.7356"
AR-0151,small_airport,Estancia Nueva Lubecka Airport,2021.0,SA,AR,AR-U,Jose de San Martin,AR-0151,AR-0151,"-70.44222259521484, -44.44194412231445"
AR-0152,heliport,Estancia Palitue Heliport,2817.0,SA,AR,AR-Q,Junin De Los Andes,AR-0152,AR-0152,"-71.0464, -39.8528"
AR-0153,small_airport,Estancia San Juan Airport,268.0,SA,AR,AR-W,Curuzu Cuatia,AR-0153,AR-0153,"-58.0281, -29.6028"
AR-0154,small_airport,Estancia San RamÃ³n Airport,1226.0,SA,AR,AR-Z,Santa Cruz,AR-0154,AR-0154,"-69.926057, -50.303495"
AR-0155,heliport,Estancia Santa Ana Heliport,665.0,SA,AR,AR-Z,El Turbio,AR-0155,AR-0155,"-71.9689, -51.6839"
AR-0156,heliport,Estancia Santa Isabel Heliport,3116.0,SA,AR,AR-Q,Catan Lil,AR-0156,AR-0156,"-70.5136, -39.8847"
AR-0157,small_airport,Estindher Airport,1531.0,SA,AR,AR-X,Rio Cuarto,AR-0157,AR-0157,"-64.42919921880001, -33.0931015015"
AR-0158,small_airport,Ezpeleta Airport,9.0,SA,AR,AR-B,Ezpeleta,AR-0158,AR-0158,"-58.2033, -34.7464"
AR-0159,heliport,Finca Las Costas Heliport,4300.0,SA,AR,AR-A,Salta,AR-0159,AR-0159,"-65.4956, -24.7703"
AR-0160,small_airport,Firmat Aeroclub Airport,344.0,SA,AR,AR-S,Firmat,AR-0160,AR-0160,"-61.5108, -33.4289"
AR-0161,small_airport,Formosa Aeroclub Airport,229.0,SA,AR,AR-P,Formosa,AR-0161,AR-0161,"-58.2983, -26.3014"
AR-0162,small_airport,FortÃ­n De Gainza Airport,426.0,SA,AR,AR-B,Santa Regina,AR-0162,AR-0162,"-63.1225, -34.5494"
AR-0163,heliport,Fuerza AÃ©rea(Edificio CÃ³ndor) Heliport,19.0,SA,AR,AR-C,Buenos Aires,AR-0163,AR-0163,"-58.3681, -34.5858"
AR-0164,small_airport,Fumigaciones Stadler Airport,121.0,SA,AR,AR-S,Serodino,AR-0164,AR-0164,"-60.9119, -32.5786"
AR-0165,small_airport,Galvez Airport,173.0,SA,AR,AR-S,Galvez,AR-0165,AR-0165,"-61.1758, -32.0322"
AR-0166,small_airport,General Alvear Aeroclub Airport,1528.0,SA,AR,AR-M,General Alvear,AR-0166,AR-0166,"-67.7236022949, -34.9730987549"
AR-0167,small_airport,General Belgrano Airport,39.0,SA,AR,AR-B,General Belgrano,AR-0167,AR-0167,"-58.4633, -35.7519"
AR-0168,small_airport,General Deheza Airport,898.0,SA,AR,AR-X,General Deheza,AR-0168,AR-0168,"-63.7957992554, -32.745300293"
AR-0169,small_airport,General La Madrid Airport,560.0,SA,AR,AR-B,General La Madrid,AR-0169,AR-0169,"-61.2792015076, -37.2271995544"
AR-0170,small_airport,General Las Heras,114.0,SA,AR,AR-B,General Las Heras,AR-0170,AR-0170,"-58.9164, -34.9206"
AR-0171,small_airport,General Levalle Airport,614.0,SA,AR,AR-X,General Levalle,AR-0171,AR-0171,"-63.9308319092, -34.0038871765"
AR-0172,small_airport,General Madariaga Airport,22.0,SA,AR,AR-B,General Madariaga,AR-0172,AR-0172,"-57.1372, -37.0392"
AR-0173,small_airport,General PÃ¬nedo Airport,298.0,SA,AR,AR-H,General PÃ¬nedo,AR-0173,AR-0173,"-61.2744, -27.3394"
AR-0174,small_airport,General Pinto Airport,318.0,SA,AR,AR-B,General Pinto,AR-0174,AR-0174,"-61.9142, -34.7861"
AR-0175,closed,General Rodriguez Airport,98.0,SA,AR,AR-B,General Rodriguez,AR-0175,AR-0175,"-59.037457, -34.497234"
AR-0176,small_airport,Los Toldos Airport,236.0,SA,AR,AR-B,General Viamonte,AR-0176,AR-0176,"-61.0206, -34.9744"
AR-0177,small_airport,Gobernador Crespo Aeroclub Airport,170.0,SA,AR,AR-S,Gobernador Crespo,AR-0177,AR-0177,"-60.3656, -30.3878"
AR-0178,small_airport,Gobernador SantillÃ¡n Airport,689.0,SA,AR,AR-G,Santiago Del Estero,AR-0178,AR-0178,"-64.24970245361328, -27.901399612426758"
AR-0179,small_airport,Gomez Airport,62.0,SA,AR,AR-B,Gomez,AR-0179,AR-0179,"-58.0853, -35.0956"
AR-0180,small_airport,Gonzalez Chaves Airport,636.0,SA,AR,AR-B,Gonzalez Chaves,AR-0180,AR-0180,"-60.136100769, -38.0293998718"
AR-0181,small_airport,Goya Aeroclub,124.0,SA,AR,AR-W,Goya,AR-0181,AR-0181,"-59.2464, -29.1678"
AR-0182,small_airport,Guadalupe Airport,59.0,SA,AR,AR-S,Santa Fe,AR-0182,AR-0182,"-60.668, -31.584"
AR-0183,small_airport,Gualeguay Airport,39.0,SA,AR,AR-E,Gualeguay,AR-0183,AR-0183,"-59.3747215271, -33.1036109924"
AR-0184,small_airport,Agro Aereo Gualeguay Airport,52.0,SA,AR,AR-E,Gualeguay,AR-0184,AR-0184,"-59.4383, -33.0386"
AR-0185,heliport,Helicenter Heliport,113.0,SA,AR,AR-B,Don Torcuato,AR-0185,AR-0185,"-58.6069, -34.4975"
AR-0186,heliport,Heliplataforma Am I Heliport,98.0,SA,AR,AR-Z,Santa Cruz,AR-0186,AR-0186,"-68.3858, -52.5192"
AR-0187,heliport,Heliplataforma Carina Heliport,30.0,SA,AR,AR-Z,Santa Cruz,AR-0187,AR-0187,"-67.2194, -52.7572"
AR-0188,heliport,Heliplataforma/Am-2 Heliport,134.0,SA,AR,AR-Z,Santa Cruz,AR-0188,AR-0188,"-68.3125, -52.5489"
AR-0189,heliport,Heliplataforma/Am3 Heliport,134.0,SA,AR,AR-Z,Santa Cruz,AR-0189,AR-0189,"-68.2808, -52.5228"
AR-0190,heliport,Heliplataforma/Am5 Heliport,98.0,SA,AR,AR-Z,Santa Cruz,AR-0190,AR-0190,"-68.2533, -52.5706"
AR-0191,heliport,Heliplataforma/Rio Cullen-Hidra Norte Heliport,65.0,SA,AR,AR-V,Santa Cruz,AR-0191,AR-0191,"-68.2192, -52.8206"
AR-0192,heliport,Heliwest Heliport,71.0,SA,AR,AR-B,Moreno,AR-0192,AR-0192,"-58.7511, -34.6336"
AR-0193,small_airport,Henderson Airport,492.0,SA,AR,AR-B,Henderson,AR-0193,AR-0193,"-61.747798919699996, -36.3147010803"
AR-0194,heliport,Hospital De Milagro Heliport,4068.0,SA,AR,AR-A,Salta,AR-0194,AR-0194,"-65.4156, -24.7731"
AR-0195,heliport,Hospital Materno Infantil San Roque Heliport,265.0,SA,AR,AR-E,ParanÃ¡,AR-0195,AR-0195,"-60.5217, -31.73"
AR-0196,heliport,Hospital Municipal Heliport,154.0,SA,AR,AR-B,San Andres De Giles,AR-0196,AR-0196,"-59.4494, -34.4489"
AR-0197,heliport,Hospital Nac. De PediatrÃ­a J. Garraham Heliport,127.0,SA,AR,AR-B,Buenos Aires,AR-0197,AR-0197,"-58.3936, -34.6308"
AR-0198,small_airport,Huanguelen Airport,518.0,SA,AR,AR-B,Huanguelen,AR-0198,AR-0198,"-61.934165954600005, -37.0330543518"
AR-0199,small_airport,Huinca Renanco Airport,590.0,SA,AR,AR-X,Huinca Renanco,AR-0199,AR-0199,"-64.3731002808, -34.8203010559"
AR-0200,small_airport,Ingeniero Luiggi Airport,633.0,SA,AR,AR-L,Ingeniero Luiggi,AR-0200,AR-0200,"-64.4758300781, -35.3549995422"
AR-0201,small_airport,Agroservicio DoÃ±a Teresa Airport,246.0,SA,AR,AR-G,Bandera,AR-0201,AR-0201,"-62.2625, -28.8494"
AR-0202,small_airport,Establecimiento La Susana,121.0,SA,AR,AR-B,Ingeniero Williams,AR-0202,AR-0202,"-59.348888, -34.909168"
AR-0203,small_airport,Intendente Alvear Airport,416.0,SA,AR,AR-L,Intendente Alvear,AR-0203,AR-0203,"-63.5328, -35.2592"
AR-0204,small_airport,Intendente Alvear,416.0,SA,AR,AR-L,Intendente Alvear,AR-0204,AR-0204,"-63.5342, -35.2494"
AR-0205,small_airport,Fumigaciones Herbinsec Airport,366.0,SA,AR,AR-B,Roberts,AR-0205,AR-0205,"-62.705278, -35.138611"
AR-0206,heliport,Isla Santa MÃ³nica Heliport,14.0,SA,AR,AR-B,Tigre,AR-0206,AR-0206,"-58.5072, -34.4147"
AR-0207,small_airport,Don Hector Biondi Airport,387.0,SA,AR,AR-X,Isla Verde,AR-0207,AR-0207,"-62.4167, -33.2464"
AR-0208,small_airport,Italaviation Airport,209.0,SA,AR,AR-W,Goya,AR-0208,AR-0208,"-59.1814, -29.1608"
AR-0209,small_airport,Jacinto Arauz Airport,524.0,SA,AR,AR-L,Jacinto Arauz,AR-0209,AR-0209,"-63.4282989502, -38.066101074200006"
AR-0210,small_airport,Jardin De AmÃ©rica Airport,672.0,SA,AR,AR-N,Jardin de AmÃ©rica,AR-0210,AR-0210,"-55.1980552673, -27.0324993134"
AR-0211,small_airport,JesÃºs Maria Airport,1738.0,SA,AR,AR-X,JesÃºs Maria,AR-0211,AR-0211,"-64.0768966675, -30.988100051900002"
AR-0212,small_airport,Agropecuaria Rio Juramento Airport,1184.0,SA,AR,AR-A,Joaquin V. Gonzalez,AR-0212,AR-0212,"-64.0828018188, -25.1867008209"
AR-0213,small_airport,Tres Lomas Airport,380.0,SA,AR,AR-B,Jose Maria Blanco,AR-0213,AR-0213,"-62.8792, -36.4439"
AR-0214,small_airport,Juan Carlos Bagur Airport,190.0,SA,AR,AR-E,Nogoya,AR-0214,AR-0214,"-59.8158, -32.4186"
AR-0215,heliport,Juan Y Luci Heliport,2404.0,SA,AR,AR-X,Alpa Corral,AR-0215,AR-0215,"-64.7206, -32.6922"
AR-0216,small_airport,Juarez Celman Airport,1680.0,SA,AR,AR-X,Juarez Celman,AR-0216,AR-0216,"-64.1613922119, -31.2113895416"
AR-0217,small_airport,La Angelita Airport,229.0,SA,AR,AR-E,Federal,AR-0217,AR-0217,"-58.7067, -30.8522"
AR-0218,small_airport,Trenque Lauquen Airport,324.0,SA,AR,AR-B,Trenque Lauquen,AR-0218,AR-0218,"-62.6939, -36.0158"
AR-0219,small_airport,La Caida Airport,91.0,SA,AR,AR-B,Longchamps,AR-0219,AR-0219,"-58.3447, -34.8625"
AR-0220,heliport,La Caldera Heliport,32.0,SA,AR,AR-B,Costa Azul,AR-0220,AR-0220,"-56.6789, -36.6669"
AR-0221,heliport,La Carolina Heliport,1485.0,SA,AR,AR-X,La Carolina,AR-0221,AR-0221,"-64.2828, -31.3525"
AR-0222,small_airport,La Consulta Airport,3520.0,SA,AR,AR-M,La Consulta,AR-0222,AR-0222,"-69.17388916015625, -33.7308349609375"
AR-0223,closed,La Fantasia,111.0,SA,AR,AR-B,Lujan,AR-0223,AR-0223,"-59.109402, -34.7286"
AR-0224,small_airport,La Laja Airport,2132.0,SA,AR,AR-J,La Laja,AR-0224,AR-0224,"-68.47305297850001, -31.3513889313"
